id,word,part_of_speech,difficulty_score,meaning_1,meaning_2,meaning_3
795,sea,noun,60,海,,
796,ocean,noun,250,海洋,大洋,
797,beach,noun,200,海辺,ビーチ,
798,island,noun,150,島,,
799,desert,noun,350,砂漠,,
800,rock,noun,180,岩,,
801,stone,noun,120,石,,
802,sand,noun,140,砂,,
803,mud,noun,280,泥,,
804,grass,noun,100,草,,
805,leaf,noun,120,葉,,
806,branch,noun,200,枝,,
807,root,noun,250,根,,
808,seed,noun,180,種,,
809,plant,noun,180,植物,,
810,vegetable,noun,180,野菜,,
811,crop,noun,450,作物,,
812,wheat,noun,350,小麦,,
813,corn,noun,250,トウモロコシ,,
814,potato,noun,200,ジャガイモ,,
815,tomato,noun,180,トマト,,
816,onion,noun,200,タマネギ,,
817,carrot,noun,200,ニンジン,,
818,apple,noun,100,リンゴ,,
819,banana,noun,120,バナナ,,
820,grape,noun,180,ブドウ,,
821,strawberry,noun,200,イチゴ,,
822,lemon,noun,180,レモン,,
823,nut,noun,250,ナッツ,木の実,
824,bean,noun,180,豆,,
825,oil,noun,200,油,石油,
826,butter,noun,150,バター,,
827,cheese,noun,150,チーズ,,
828,soup,noun,150,スープ,,
829,salad,noun,180,サラダ,,
830,sandwich,noun,180,サンドイッチ,,
831,pizza,noun,180,ピザ,,
832,cake,noun,130,ケーキ,,
833,cookie,noun,180,クッキー,,
834,candy,noun,150,キャンディー,,
835,chocolate,noun,140,チョコレート,,
836,ice,noun,80,氷,,
837,cream,noun,180,クリーム,,
838,juice,noun,150,ジュース,,
839,wine,noun,250,ワイン,,
840,beer,noun,250,ビール,,
841,drink,noun,150,飲み物,,
842,meal,noun,180,食事,,
843,taste,noun,220,味,好み,
844,smell,noun,180,匂い,,
845,noise,noun,280,騒音,,
846,song,noun,70,歌,,
847,tune,noun,350,曲,メロディー,
848,melody,noun,450,旋律,メロディー,
849,rhythm,noun,350,リズム,,
850,instrument,noun,400,楽器,器具,
851,piano,noun,150,ピアノ,,
852,guitar,noun,180,ギター,,
853,drum,noun,200,ドラム,太鼓,
854,bell,noun,200,鐘,ベル,
855,concert,noun,300,コンサート,,
856,movie,noun,120,映画,,
857,film,noun,350,映画,,
858,video,noun,250,ビデオ,,
859,screen,noun,300,画面,スクリーン,
860,stage,noun,450,舞台,段階,
861,scene,noun,450,場面,光景,
862,character,noun,600,性格,登場人物,
863,hero,noun,450,英雄,主人公,
864,star,noun,180,星,スター,
865,moon,noun,80,月,,
866,sun,noun,60,太陽,,
867,sky,noun,60,空,,
868,cloud,noun,100,雲,,
869,rain,noun,60,雨,,
870,snow,noun,80,雪,,
871,wind,noun,100,風,,
872,storm,noun,250,嵐,,
873,weather,noun,120,天気,,
874,season,noun,180,季節,,
875,spring,noun,100,春,,
876,summer,noun,90,夏,,
877,autumn,noun,180,秋,,
878,winter,noun,90,冬,,
879,temperature,noun,450,温度,気温,
880,degree,noun,350,度,程度,
881,shadow,noun,400,影,,
882,darkness,noun,700,暗さ,暗闇,
883,sight,noun,600,視力,景色,
884,view,noun,400,景色,見解,
885,beauty,noun,500,美しさ,,
886,nature,noun,300,自然,,
887,environment,noun,850,環境,,
888,air,noun,120,空気,,
889,earth,noun,180,地球,大地,
890,land,noun,300,陸地,土地,
891,ground,noun,250,地面,,
892,soil,noun,600,土壌,,
893,dust,noun,350,ほこり,,
894,smoke,noun,250,煙,,
895,flame,noun,450,炎,,
896,heat,noun,280,熱,暑さ,
897,metal,noun,450,金属,,
898,iron,noun,350,鉄,,
899,steel,noun,650,鋼鉄,,
900,wood,noun,250,木材,,
901,plastic,noun,400,プラスチック,,
902,cloth,noun,350,布,,
903,cotton,noun,450,綿,,
904,silk,noun,550,絹,,
905,wool,noun,500,羊毛,,
906,leather,noun,450,革,,
907,rubber,noun,400,ゴム,,
908,material,noun,650,材料,物質,
909,substance,noun,1100,物質,,
910,matter,noun,600,物質,事柄,
911,object,noun,700,物体,目的,
912,item,noun,600,品物,項目,
913,goods,noun,750,商品,,
914,product,noun,700,製品,産物,
915,tool,noun,400,道具,工具,
916,machine,noun,350,機械,,
917,engine,noun,550,エンジン,機関,
918,motor,noun,550,モーター,,
919,wheel,noun,400,車輪,,
920,chain,noun,550,鎖,チェーン,
921,rope,noun,350,ロープ,綱,
922,string,noun,450,ひも,弦,
923,wire,noun,550,針金,ワイヤー,
924,thread,noun,450,糸,,
925,needle,noun,350,針,,
926,nail,noun,300,釘,爪,
927,hammer,noun,500,ハンマー,,
928,saw,noun,500,のこぎり,,
929,ax,noun,650,斧,,
930,blade,noun,550,刃,,
931,handle,noun,400,取っ手,ハンドル,
932,lid,noun,450,ふた,,
933,lock,noun,300,錠,,
934,switch,noun,350,スイッチ,,
935,hole,noun,180,穴,,
936,crack,noun,550,ひび,割れ目,
937,piece,noun,350,かけら,部分,
938,bit,noun,500,少し,かけら,
939,chip,noun,500,かけら,チップ,
940,block,noun,450,塊,ブロック,
941,brick,noun,550,レンガ,,
942,wall,noun,150,壁,,
943,fence,noun,450,塀,柵,
944,gate,noun,280,門,,
945,entrance,noun,450,入口,,
946,exit,noun,450,出口,,
947,passage,noun,700,通路,一節,
948,hall,noun,350,廊下,ホール,
949,stairs,noun,250,階段,,
950,floor,noun,150,床,階,
951,ceiling,noun,450,天井,,
952,roof,noun,250,屋根,,
953,chimney,noun,600,煙突,,
954,pipe,noun,400,パイプ,管,
955,tube,noun,550,管,チューブ,
956,tank,noun,500,タンク,戦車,
957,container,noun,700,容器,,
958,pot,noun,350,鍋,つぼ,
959,pan,noun,450,フライパン,,
960,can,noun,250,缶,,
961,jar,noun,450,瓶,,
962,basket,noun,350,かご,バスケット,
963,bucket,noun,450,バケツ,,
964,tray,noun,550,トレイ,盆,
965,pack,noun,500,包み,パック,
966,package,noun,600,包み,小包,
967,parcel,noun,700,小包,,
968,load,noun,500,荷物,負荷,
969,weight,noun,350,重さ,体重,
970,mass,noun,850,塊,質量,
971,volume,noun,750,体積,音量,
972,amount,noun,550,量,総額,
973,quantity,noun,850,量,,
974,measure,noun,650,測定,手段,
975,scale,noun,550,規模,はかり,
976,balance,noun,650,バランス,残高,
977,total,noun,500,合計,,
978,sum,noun,650,合計,総額,
979,average,noun,650,平均,,
980,rate,noun,650,割合,率,
981,ratio,noun,950,比率,,
982,percent,noun,550,パーセント,,
983,figure,noun,650,数字,人物,
984,value,noun,550,価値,値,
985,price,noun,300,価格,,
986,cost,noun,450,費用,代価,
987,expense,noun,750,費用,,
988,fee,noun,550,料金,,
989,charge,noun,550,料金,請求,
990,bill,noun,400,請求書,紙幣,
991,check,noun,500,小切手,点検,
992,cash,noun,400,現金,,
993,coin,noun,350,硬貨,,
994,dollar,noun,350,ドル,,
995,cent,noun,450,セント,,
996,pound,noun,450,ポンド,,
997,penny,noun,600,ペニー,1セント硬貨,
998,income,noun,750,収入,,
999,salary,noun,547,給料,,
1000,wage,noun,547,賃金,,
1001,profit,noun,1400,利益,,
1002,gain,noun,1200,利益,獲得,
1003,loss,noun,1500,損失,,
1004,debt,noun,1200,借金,負債,
1005,tax,noun,1600,税金,,
1006,trade,noun,900,貿易,商売,
1007,deal,noun,1400,取引,契約,
1008,sale,noun,1100,販売,セール,
1009,purchase,noun,1000,購入,,
1010,demand,noun,1800,需要,要求,
1011,supply,noun,1900,供給,物資,
1012,stock,noun,1900,在庫,株,
1013,share,noun,1500,分け前,株,
1014,property,noun,1600,財産,特性,
1015,wealth,noun,1800,富,財産,
1016,fortune,noun,1500,財産,運,
1017,treasure,noun,1400,宝,,
1018,prize,noun,1200,賞,,
1019,reward,noun,1000,報酬,,
1020,award,noun,1600,賞,,
1021,honor,noun,1100,名誉,栄誉,
1022,fame,noun,1500,名声,,
1023,glory,noun,1400,栄光,,
1024,success,noun,1300,成功,,
1025,failure,noun,800,失敗,,
1026,victory,noun,800,勝利,,
1027,defeat,noun,1200,敗北,,
1028,advantage,noun,1300,利点,優位,
1029,benefit,noun,1800,利益,恩恵,
1030,interest,noun,1400,興味,利子,
1031,concern,noun,800,関心,懸念,
1032,attention,noun,1500,注意,注目,
1033,notice,noun,1200,通知,注意,
1034,warning,noun,1100,警告,,
1035,advice,noun,1300,助言,,
1036,suggestion,noun,1100,提案,示唆,
1037,opinion,noun,2200,意見,,
1038,thought,noun,1200,考え,思想,
1039,mind,noun,600,心,精神,
1040,feeling,noun,800,感情,気持ち,
1041,emotion,noun,900,感情,,
1042,sense,noun,1600,感覚,意味,
1043,spirit,noun,1100,精神,魂,
1044,soul,noun,1400,魂,,
1045,mood,noun,1300,気分,,
1046,temper,noun,1100,気質,気分,
1047,quality,noun,1300,質,性質,
1048,feature,noun,1400,特徴,,
1049,trait,noun,1800,特性,特徴,
1050,habit,noun,2200,習慣,,
1051,behavior,noun,1000,行動,振る舞い,
1052,conduct,noun,1700,行為,行動,
1053,action,noun,1800,行動,行為,
1054,act,noun,900,行為,法律,
1055,activity,noun,900,活動,,
1056,motion,noun,1600,動き,運動,
1057,movement,noun,1500,動き,運動,
1058,step,noun,1700,歩み,段階,
1059,race,noun,600,競争,人種,
1060,speed,noun,900,速さ,速度,
1061,pace,noun,800,ペース,速度,
1062,rush,noun,1100,急ぐこと,突進,
1063,hurry,noun,800,急ぐこと,あわて,
1064,delay,noun,900,遅れ,遅延,
1065,pause,noun,1200,休止,小休止,
1066,gap,noun,1300,隙間,ギャップ,
1067,spot,noun,1100,場所,点,
1068,site,noun,700,敷地,場所,
1069,position,noun,1300,位置,立場,
1070,location,noun,1500,場所,位置,
1071,region,noun,1700,地域,地方,
1072,district,noun,1600,地区,,
1073,zone,noun,1800,地帯,ゾーン,
1074,section,noun,1100,部分,区域,
1075,division,noun,1700,分割,部門,
1076,department,noun,2000,部門,学科,
1077,unit,noun,1800,単位,部隊,
1078,level,noun,1400,レベル,水準,
1079,rank,noun,800,階級,地位,
1080,phase,noun,1200,段階,局面,
1081,period,noun,1600,期間,時代,
1082,term,noun,1100,期間,学期,
1083,age,noun,1000,年齢,時代,
1084,era,noun,500,時代,,
1085,date,noun,1400,日付,デート,
1086,occasion,noun,600,機会,場合,
1087,opportunity,noun,1800,機会,,
1088,possibility,noun,2200,可能性,,
1089,probability,noun,2200,確率,可能性,
1090,risk,noun,2600,危険,リスク,
1091,threat,noun,1200,脅威,脅し,
1092,challenge,noun,1500,挑戦,難題,
1093,difficulty,noun,1800,困難,,
1094,hardship,noun,1400,苦難,,
1095,suffering,noun,2200,苦しみ,,
1096,ache,noun,2000,痛み,,
1097,hurt,noun,900,傷害,苦痛,
1098,injury,noun,900,けが,損害,
1099,wound,noun,1600,傷,,
1100,damage,noun,1000,損害,,
1101,harm,noun,1300,害,損害,
1102,evil,noun,1200,悪,,
1103,crime,noun,900,犯罪,,
1104,sin,noun,1100,罪,,
1105,fault,noun,800,欠点,責任,
1106,blame,noun,1100,非難,,
1107,shame,noun,1200,恥,,
1108,guilt,noun,1100,罪,有罪,
1109,fear,noun,1300,恐れ,,
1110,terror,noun,600,恐怖,,
1111,horror,noun,1400,恐怖,,
1112,anxiety,noun,1400,不安,心配,
1113,worry,noun,1800,心配,悩み,
1114,doubt,noun,900,疑い,,
1115,wonder,noun,1000,驚き,不思議,
1116,surprise,noun,1000,驚き,,
1117,shock,noun,1200,衝撃,ショック,
1118,excitement,noun,1000,興奮,刺激,
1119,joy,noun,2000,喜び,,
1120,pleasure,noun,600,喜び,楽しみ,
1121,delight,noun,1600,喜び,,
1122,happiness,noun,1500,幸福,,
1123,satisfaction,noun,1800,満足,,
1124,comfort,noun,2200,快適さ,慰め,
1125,relief,noun,1300,安心,救済,
1126,wish,noun,1800,願い,,
1127,desire,noun,700,欲望,願望,
1128,will,noun,1400,意志,遺言,
1129,intention,noun,900,意図,,
1130,purpose,noun,2000,目的,,
1131,aim,noun,1300,目標,狙い,
1132,goal,noun,800,目標,ゴール,
1133,target,noun,800,標的,目標,
1134,objective,noun,1400,目標,目的,
1135,ambition,noun,2200,野心,,
1136,vision,noun,1800,視力,構想,
1137,imagination,noun,1400,想像力,,
1138,image,noun,2200,像,イメージ,
1139,drawing,noun,1300,絵,製図,
1140,painting,noun,1200,絵画,,
1141,sculpture,noun,1400,彫刻,,
1142,statue,noun,2000,像,彫像,
1143,monument,noun,1400,記念碑,,
1144,memorial,noun,1800,記念碑,記念物,
1145,memory,noun,1900,記憶,思い出,
1146,record,noun,1000,記録,レコード,
1147,past,noun,1300,過去,,
1148,future,noun,500,未来,,
1149,tomorrow,noun,900,明日,,
1150,yesterday,noun,100,昨日,,
1151,today,noun,100,今日,,
1152,tonight,noun,50,今夜,,
1153,morning,noun,1000,朝,,
1154,afternoon,noun,400,午後,,
1155,evening,noun,1200,夕方,晩,
1156,noon,noun,800,正午,,
1157,midnight,noun,1000,真夜中,,
1158,dawn,noun,1400,夜明け,,
1159,sunset,noun,1100,日没,,
1160,sunrise,noun,1200,日の出,,
1161,twilight,noun,1300,たそがれ,薄暮,
1162,daylight,noun,1900,日光,昼間,
1163,sunshine,noun,1600,日光,,
1164,sunlight,noun,1400,日光,,
1165,moonlight,noun,1500,月光,,
1166,starlight,noun,1800,星明かり,,
1167,ray,noun,2200,光線,,
1168,beam,noun,1000,光線,梁,
1169,flash,noun,1200,閃光,ひらめき,
1170,glow,noun,1000,輝き,,
1171,shine,noun,1100,輝き,,
1172,sparkle,noun,1100,きらめき,,
1173,glitter,noun,1600,きらめき,,
1174,blaze,noun,1600,炎,火災,
1175,spark,noun,1200,火花,,
1176,ash,noun,1100,灰,,
1177,coal,noun,800,石炭,,
1178,fuel,noun,1000,燃料,,
1179,gas,noun,1100,ガス,気体,
1180,steam,noun,700,蒸気,,
1181,vapor,noun,1200,蒸気,水蒸気,
1182,mist,noun,1400,霧,もや,
1183,fog,noun,1000,霧,,
1184,dew,noun,700,露,,
1185,frost,noun,1100,霜,,
1186,hail,noun,1300,あられ,雹,
1187,thunder,noun,1400,雷,雷鳴,
1188,lightning,noun,1200,稲妻,雷,
1189,hurricane,noun,1600,ハリケーン,,
1190,typhoon,noun,1800,台風,,
1191,tornado,noun,900,竜巻,,
1192,flood,noun,1400,洪水,,
1193,drought,noun,1100,干ばつ,,
1194,earthquake,noun,1800,地震,,
1195,volcano,noun,1200,火山,,
1196,cliff,noun,1100,崖,,
1197,cave,noun,1100,洞窟,,
1198,pit,noun,900,穴,縦穴,
1199,mine,noun,900,鉱山,地雷,
1200,well,noun,1000,井戸,,
1201,stream,noun,800,小川,流れ,
1202,brook,noun,1200,小川,,
1203,creek,noun,1300,小川,,
1204,pond,noun,1400,池,,
1205,pool,noun,900,プール,水たまり,
1206,swamp,noun,700,沼,,
1207,marsh,noun,1300,沼地,,
1208,coast,noun,1400,海岸,,
1209,shore,noun,1000,岸,海岸,
1210,wave,noun,1000,波,,
1211,tide,noun,700,潮,潮流,
1212,current,noun,1100,流れ,電流,
1213,flow,noun,1500,流れ,,
1214,bubble,noun,1000,泡,,
1215,foam,noun,1100,泡,,
1216,spray,noun,1200,しぶき,スプレー,
1217,powder,noun,1300,粉,,
1218,grain,noun,1200,穀物,粒,
1219,flour,noun,1100,小麦粉,,
1220,dough,noun,1100,生地,,
1221,paste,noun,1300,ペースト,のり,
1222,sauce,noun,1200,ソース,,
1223,liquid,noun,900,液体,,
1224,solid,noun,1400,固体,,
1225,crystal,noun,1300,結晶,水晶,
1226,diamond,noun,1600,ダイヤモンド,,
1227,pearl,noun,1200,真珠,,
1228,jewel,noun,1100,宝石,,
1229,ring,noun,1100,指輪,輪,
1230,necklace,noun,600,ネックレス,,
1231,crown,noun,1400,王冠,,
1232,medal,noun,1100,メダル,,
1233,badge,noun,1000,バッジ,記章,
1234,flag,noun,1200,旗,,
1235,banner,noun,800,旗,横断幕,
1236,symbol,noun,1500,象徴,記号,
1237,signal,noun,1400,信号,合図,
1238,gesture,noun,1300,身振り,,
1239,nod,noun,1700,うなずき,,
1240,bow,noun,900,お辞儀,弓,
1241,shake,noun,800,振ること,揺れ,
1242,pat,noun,900,軽くたたくこと,,
1243,tap,noun,1000,軽くたたくこと,蛇口,
1244,knock,noun,900,ノック,,
1245,blow,noun,900,打撃,一撃,
1246,strike,noun,1000,打撃,ストライキ,
1247,kick,noun,1400,けり,,
1248,punch,noun,800,パンチ,,
1249,squeeze,noun,1000,押すこと,絞ること,
1250,pressure,noun,1600,圧力,プレッシャー,
1251,force,noun,1600,力,軍隊,
1252,strength,noun,900,力,強さ,
1253,energy,noun,1400,エネルギー,活力,
1254,might,noun,1200,力,権力,
1255,muscle,noun,1100,筋肉,,
1256,nerve,noun,1100,神経,度胸,
1257,vein,noun,1200,静脈,血管,
1258,artery,noun,1400,動脈,,
1259,pulse,noun,1700,脈拍,,
1260,fever,noun,1400,熱,,
1261,cough,noun,800,せき,,
1262,flu,noun,800,インフルエンザ,,
1263,headache,noun,600,頭痛,,
1264,toothache,noun,1400,歯痛,,
1265,backache,noun,1800,腰痛,,
1266,sore,noun,1700,痛み,傷,
1267,infection,noun,1100,感染,伝染,
1268,illness,noun,2000,病気,,
1269,sickness,noun,1600,病気,,
1270,disorder,noun,1600,障害,無秩序,
1271,symptom,noun,2000,症状,,
1272,cure,noun,1800,治療,治療法,
